brand,model,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
Amazon,Fire HD 10,No,No,2015 September,262 x 159 x 7.7 mm (10.31 x 6.26 x 0.30 in),432,No,IPS LCD capacitive touchscreen  16M colors,10.1 inches (~71.0% screen-to-body ratio),Android OS (customized),Quad-core 1.5 GHz,,,microSD  up to 256 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP,720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band,No,,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion battery,Black| White,210,http://cdn2.gsmarena.com/vv/bigpic/amazon-fire-hd-10.jpg,
Amazon,Fire HD 8,No,No,2015 September,214 x 128 x 7.7 mm (8.43 x 5.04 x 0.30 in),311,No,IPS LCD capacitive touchscreen  16M colors,8.0 inches (~67.7% screen-to-body ratio),Android OS (customized),Quad-core 1.5 GHz,,,microSD  up to 256 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP,720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band,No,,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion battery,Black| Magenta| Blue| Tangerine,130,http://cdn2.gsmarena.com/vv/bigpic/amazon-fire-hd-8.jpg,
Amazon,Fire 7,No,No,2015 September,191 x 115 x 10.6 mm (7.52 x 4.53 x 0.42 in),313,No,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~62.8% screen-to-body ratio),Android OS (customized),Quad-core 1.3 GHz,,,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n,No,,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/amazon-fire-7.jpg,
Amazon,Fire HDX 8.9 (2014),Yes,Yes,2014 September,231 x 158 x 7.8 mm (9.09 x 6.22 x 0.31 in),375,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,8.9 inches (~62.9% screen-to-body ratio),Android 4.4 (KitKat - customized),Quad-core 2.5 GHz Krait 450,Qualcomm Snapdragon 805,Adreno 420,No,16/32/64 GB,2 GB RAM,8 MP| autofocus| LED flash,720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band,Yes with A-GPS (4G model),,No,microUSB 2.0 (SlimPort),Accelerometer| gyro,Non-removable Li-Ion battery,Black,310,http://cdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HDX-89-2014.jpg,
Amazon,Fire HD 7,No,No,2014 September,191 x 128 x 10.6 mm (7.52 x 5.04 x 0.42 in),337,No,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~58.1% screen-to-body ratio),Android 4.4 (KitKat - customized),Quad-core (2x1.5 GHz & 2x1.2 GHz),,,No,8/16 GB,1 GB RAM,2 MP,VGA,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n,No,,No,microUSB 2.0 (SlimPort),Accelerometer| gyro,Non-removable Li-Ion battery,Black| White| Cobalt| Magenta| Citron,120,http://cdn2.gsmarena.com/vv/bigpic/amazon-fire-hd7.jpg,
Amazon,Fire HD 6,No,No,2014 September,169 x 103 x 10.7 mm (6.65 x 4.06 x 0.42 in),290,No,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~60.0% screen-to-body ratio),Android 4.4 (KitKat - customized),Quad-core (2x1.5 GHz & 2x1.2 GHz),,,No,8/16 GB,1 GB RAM,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n,No,,No,microUSB 2.0 (SlimPort),Accelerometer| gyro,Non-removable Li-Ion battery,Black| White| Cobalt| Magenta| Citron,90,http://cdn2.gsmarena.com/vv/bigpic/amazon-fire-hd6.jpg,
Amazon,Fire Phone,Yes,Yes,2014 June,139.2 x 66.5 x 8.9 mm (5.48 x 2.62 x 0.35 in),160,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~65.8% screen-to-body ratio),Amazon Fire 3.5 (Android based)| upgradable to 3.6.5,Quad-core 2.2 GHz Krait 400,Qualcomm Snapdragon 800,Adreno 330,No,32/64 GB,2 GB RAM,13 MP| OIS| autofocus| LED flash,2.1 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2400 mAh battery,Black,160,http://cdn2.gsmarena.com/vv/bigpic/amazon-fire-phone.jpg,
Amazon,Kindle Fire HDX 8.9,Yes,Yes,2013 September,231 x 158 x 7.8 mm (9.09 x 6.22 x 0.31 in),374,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.9 inches (~62.9% screen-to-body ratio),Android OS (Jelly Bean - customized),Quad-core 2.2 GHz Krait 400,Qualcomm Snapdragon 800,Adreno 330,No,16/32/64 GB,2 GB RAM,8 MP| autofocus| LED flash,720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,Yes with A-GPS (4G model),,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion battery,Black,280,http://cdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HDX-89.jpg,
Amazon,Kindle Fire HDX,Yes,Yes,2013 September,186 x 128 x 9 mm (7.32 x 5.04 x 0.35 in),303,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~59.7% screen-to-body ratio),Android OS (Jelly Bean - customized),Quad-core 2.2 GHz Krait 400,Qualcomm Snapdragon 800,Adreno 330,No,16/32/64 GB,2 GB RAM,1.3 MP,No,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,Yes with A-GPS (4G model),,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion battery,Black,170,http://cdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HDX.jpg,
Amazon,Kindle Fire HD (2013),No,No,2013 September,191 x 128 x 10.6 mm (7.52 x 5.04 x 0.42 in),345,No,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~58.1% screen-to-body ratio),Android OS (Jelly Bean - customized),Dual-core 1.5 GHz,,,No,8/16 GB,1 GB RAM,,,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,No,,No,microUSB 2.0,Accelerometer| gyro,Non-removable Li-Ion battery,Black,100,http://cdn2.gsmarena.com/vv/bigpic/amazon-Kindle-Fire-HD.jpg,
Amazon,Kindle Fire HD 8.9 LTE,Yes,Yes,2012 September,240 x 164 x 8.8 mm (9.45 x 6.46 x 0.35 in),575,Mini-SIM,IPS LCD capacitive touchscreen  16M colors,8.9 inches (~58.4% screen-to-body ratio),Android 4.0 (customized),Dual-core 1.5 GHz Cortex-A9,TI OMAP 4470,PowerVR SGX544,No,32/64 GB,1 GB RAM,1.3 MP,No,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,Yes with A-GPS,,No,2,Accelerometer| gyro| compass,Non-removable Li-Ion battery,Black,380,http://cdn2.gsmarena.com/vv/bigpic/amazon-kindle-fire-hd-89.jpg,
Amazon,Kindle Fire HD 8.9,No,No,2012 September,240 x 164 x 8.8 mm (9.45 x 6.46 x 0.35 in),567,No,IPS LCD capacitive touchscreen  16M colors,8.9 inches (~58.4% screen-to-body ratio),Android 4.0 (customized),Dual-core 1.5 GHz Cortex-A9,TI OMAP 4470,PowerVR SGX544,No,16/32 GB,1 GB RAM,1.3 MP,No,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,No,,No,2,Accelerometer| gyro,Non-removable Li-Ion battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/amazon-kindle-fire-hd-89.jpg,
Amazon,Kindle Fire HD,No,No,2012 September,193 x 137 x 10.3 mm (7.60 x 5.39 x 0.41 in),395,No,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~53.7% screen-to-body ratio),Android 4.0 (customized),Dual-core 1.2 GHz Cortex-A9,TI OMAP 4460,PowerVR SGX540,No,16/32 GB,1 GB RAM,1.3 MP,No,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,No,,No,2,Accelerometer| gyro,Non-removable Li-Ion battery,Black,150,http://cdn2.gsmarena.com/vv/bigpic/amazon-kindle-fire-hd.jpg,
Amazon,Kindle Fire,No,No,2011 September,190 x 120 x 11.4 mm (7.48 x 4.72 x 0.45 in),413,No,IPS LCD capacitive touchscreen  16M colors,7.0 inches (~60.5% screen-to-body ratio),Android 2.3 (customized),Dual-core 1.0 GHz Cortex-A9,TI OMAP 4430,PowerVR SGX540,No,8 GB,512 MB RAM,,,Yes,Yes,Wi-Fi 802.11 b/g/n,No,,No,Yes,Accelerometer,Non-removable Li-Ion 4400 mAh battery,Black,120,http://cdn2.gsmarena.com/vv/bigpic/amazon-kindle-fire.jpg,
Apple,iPad Pro 12.9,Yes,Yes,2017 June,305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in),677,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,12.9 inches (~76.4% screen-to-body ratio),iOS 10.3.2,,Apple A10X Fusion,,No,64/256/512 GB,4GB RAM,12 MP| f/1.8| phase detection autofocus| OIS| quad-LED (dual tone) flash,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers (4 speakers),Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS (Wi&#8209;Fi + Cellular model only),NFC,No,3.0| reversible connector; magnetic connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion battery (41 Wh),Space Gray| Gold| Silver,900,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2017.jpg,
Apple,iPad Pro 10.5,Yes,Yes,2017 June,250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in),469,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,10.5 inches (~78.3% screen-to-body ratio),iOS 10.3.2,,Apple A10X Fusion,,No,64/256/512 GB,4GB RAM,12 MP| f/1.8| phase detection autofocus| OIS| quad-LED (dual tone) flash,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers (4 speakers),Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS (Wi&#8209;Fi + Cellular model only),NFC,No,3.0| reversible connector; magnetic connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion battery (30.4 Wh),Space Gray| Rose Gold| Gold| Silver,730,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-105-2017.jpg,
Apple,iPad 9.7,Yes,Yes,2017 March,240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),iOS 10.3| upgradable to iOS 10.3.2,Dual-core 1.84 GHz (Twister),Apple A9,PowerVR GT7600 (six-core graphics),No,32/128 GB,2 GB RAM,8 MP| f/2.4| 31mm| autofocus,1.2 MP| f/2.2| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS (Wi&#8209;Fi + Cellular model only),,No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion 8827 mAh battery (32.9 Wh),Silver| Gold| Space Gray,390,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-97-2017.jpg,
Apple,Watch Edition Series 2 42mm,No,No,2016 September,42.6 x 36.5 x 11.4 mm (1.68 x 1.44 x 0.45 in),45.6,No,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.1% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S2,,No,,,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion battery,Sport Band/White,1500,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-edition-42mm.jpg,
Apple,Watch Edition Series 2 38mm,No,No,2016 September,39.2 x 34 x 11.8 mm (1.54 x 1.34 x 0.46 in),39.6,No,AMOLED capacitive touchscreen  16M colors,1.5 inches (~53.1% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S2,,No,,,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 273 mAh battery (1.03 Wh),Sport Band/White,1450,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-edition-38mm.jpg,
Apple,Watch Series 2 42mm,No,No,2016 September,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),52.4,No,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.4% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S2,,No,,,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion battery,Sport band: silver case/white| black case/black,700,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-42mm.jpg,
Apple,Watch Series 2 38mm,No,No,2016 September,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),41.9,No,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S2,,No,,,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 273 mAh battery (1.03 Wh),Sport band: silver case/white| black case/black,650,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-38mm.jpg,
Apple,Watch Series 2 Sport 42mm,No,No,2016 September,42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),34.2,No,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.4% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S2,,No,,,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion battery,Case colors: silver| gold| rose gold| gray,450,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-42mm.jpg,
Apple,Watch Series 1 Sport 42mm,No,No,2016 September,42.5 x 36.4 x 10.5 mm (1.67 x 1.43 x 0.41 in),30,No,AMOLED capacitive touchscreen  16M colors,1.65 inches (~55.4% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S1P,,No,8 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 250 mAh battery (0.94 Wh),Case colors: silver| gold| rose gold| gray,350,http://cdn2.gsmarena.com/vv/bigpic/apple-watch1-sport-42mm.jpg,
Apple,Watch Series 2 Sport 38mm,No,No,2016 September,38.6 x 33.3 x 11.4 mm (1.52 x 1.31 x 0.45 in),28.2,No,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S2,,No,,,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 273 mAh battery (1.03 Wh),Case colors: silver| gold| rose gold| gray,420,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg,
Apple,Watch Series 1 Sport 38mm,No,No,2016 September,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),25,No,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),watchOS 3.0| upgradable to 3.2.2,Dual-core,Apple S1P,,No,8 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 205 mAh battery (0.78 Wh),Case colors: silver| gold| rose gold| gray,320,http://cdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg,
Apple,iPhone 7 Plus,Yes,Yes,2016 September,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),188,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,5.5 inches (~67.7% screen-to-body ratio),iOS 10.0.1| upgradable to iOS 10.3.2,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),Apple A10 Fusion,PowerVR Series7XT Plus (six-core graphics),No,32/128/256 GB,3 GB RAM,Dual 12 MP| (28mm| f/1.8| OIS & 56mm| f/2.8)| phase detection autofocus| 2x optical zoom| quad-LED (dual tone) flash|,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2900 mAh battery (11.1 Wh),Jet Black| Black| Silver| Gold| Rose Gold| Red,900,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg,
Apple,iPhone 7,Yes,Yes,2016 September,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),138,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.7 inches (~65.6% screen-to-body ratio),iOS 10.0.1| upgradable to iOS 10.3.2,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),Apple A10 Fusion,PowerVR Series7XT Plus (six-core graphics),No,32/128/256 GB,GB| 2 GB RAM,12 MP| f/1.8| 28mm| phase detection autofocus| OIS| quad-LED (dual tone) flash|,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 1960 mAh battery (7.45 Wh),Jet Black| Black| Silver| Gold| Rose Gold| Red,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,
Apple,iPad Pro 9.7,Yes,Yes,2016 March,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),437,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),iOS 9.3.2| upgradable to iOS 10.3.2,Dual-core 2.16 GHz (Twister),Apple A9X,PowerVR Series 7 (12-core graphics),No,32/128/256 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash,5 MP| f/2.2| 31mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers (4 speakers),Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS (Wi&#8209;Fi + Cellular model only),NFC,No,2.0| reversible connector; magnetic connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion battery (27.9 Wh),Silver| Gold| Space Gray| Rose Gold,690,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg,
Apple,iPhone SE,Yes,Yes,2016 March,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),113,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.0 inches (~60.8% screen-to-body ratio),iOS 9.3.2| upgradable to iOS 10.3.2,Dual-core 1.84 GHz Twister,Apple A9,PowerVR GT7600 (six-core graphics),No,16/32/64/128 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash|,1.2 MP| f/2.4| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| hotspot,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 1624 mAh battery (6.21 Wh),Space Gray| Silver| Gold| Rose Gold,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,
Apple,iPhone 6s Plus,Yes,Yes,2015 September,158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in),192,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,5.5 inches (~67.7% screen-to-body ratio),iOS 9| upgradable to iOS 10.3.2,Dual-core 1.84 GHz Twister,Apple A9,PowerVR GT7600 (six-core graphics),No,16/32/64/128 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| OIS| dual-LED (dual tone) flash|,5 MP| f/2.2| 31mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2750 mAh battery (10.45 Wh),Space Gray| Silver| Gold| Rose Gold,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,
Apple,iPhone 6s,Yes,Yes,2015 September,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),143,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.7 inches (~65.6% screen-to-body ratio),iOS 9| upgradable to iOS 10.3.2,Dual-core 1.84 GHz Twister,Apple A9,PowerVR GT7600 (six-core graphics),No,16/32/64/128 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash|,5 MP| f/2.2| 31mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 1715 mAh battery (6.91 Wh),Space Gray| Silver| Gold| Rose Gold,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,
Apple,iPad Pro,Yes,Yes,2015 September,305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in),713,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,12.9 inches (~77.0% screen-to-body ratio),iOS 9| upgradable to iOS 10.3.2,Dual-core 2.26 GHz (Twister),Apple A9X,PowerVR Series 7 (12-core graphics),No,32/128/256 GB,4 GB RAM,8 MP| f/2.4| 31mm| autofocus|,1.2 MP| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers (4 speakers),Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS (Wi&#8209;Fi + Cellular model only),NFC,No,3.0| reversible connector; magnetic connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion 10|307 mAh battery (38.8 Wh),Space Gray| Silver| Gold,850,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-.jpg,
Apple,iPad mini 4,Yes,Yes,2015 September,203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in),299,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,7.9 inches (~70.6% screen-to-body ratio),iOS 9| upgradable to iOS 10.3.2,Dual-core 1.5 GHz Typhoon,Apple A8,PowerVR GX6450 (quad-core graphics),No,16/32/64/128 GB,2 GB RAM,8 MP| f/2.4| 32mm| autofocus,1.2 MP| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,Yes with A-GPS GLONASS (3G/LTE model only),,No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion 5124 mAh battery (19.1 Wh),Space Gray| Silver| Gold,360,http://cdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg,
Apple,Watch Edition 42mm,No,No,2014 September,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),69,No,AMOLED capacitive touchscreen  16M colors,1.65 inches (~56.8% screen-to-body ratio),watchOS 1.0| upgradable to 3.2.2,520 MHz,Apple S1,PowerVR SGX543,No,8 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 250 mAh battery (0.94 Wh),18-karat Rose Gold/White| Midnight Blue Buckle,13000,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg,
Apple,Watch Edition 38mm,No,No,2014 September,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),55,No,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),watchOS 1.0| upgradable to 3.2.2,520 MHz,Apple S1,PowerVR SGX543,No,8 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 205 mAh battery (0.78 Wh),18-karat Rose Gold/White| Rose Gray Buckle,11000,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg,
Apple,Watch 42mm,No,No,2014 September,42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),50,No,AMOLED capacitive touchscreen  16M colors,1.65 inches (~56.8% screen-to-body ratio),watchOS 1.0| upgradable to 3.2.2,520 MHz,Apple S1,PowerVR SGX543,No,8 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 250 mAh battery (0.94 Wh),Stainless Steel/Red| White| Brown/Black/Blue/Marine Blue Buckle| Blue/Stone/White/Storm Gray Leather Loop| Silver/Space Black Milanese Loop| Link Bracelet| Space Black Stainless Steel/Black| Black Link Bracelet| Pearl Woven Nylon,700,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg,
Apple,Watch 38mm,No,No,2014 September,38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),40,No,AMOLED capacitive touchscreen  16M colors,1.5 inches (~55.1% screen-to-body ratio),watchOS 1.0| upgradable to 3.2.2,520 MHz,Apple S1,PowerVR SGX543,No,8 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate,Non-removable Li-Ion 205 mAh battery (0.78 Wh),Stainless Steel/Red| White| Brown/Black/Blue/Red/Marigold/Jay Buckle| Blue/Stone Leather Loop| Silver/Space Black Milanese Loop| Link Bracelet| Space Black Stainless Steel/Black| Black Link Bracelet| Pearl Woven Nylon,650,http://cdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg,
