brand,model,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
Samsung,Galaxy J1 Ace,Yes,Yes,2015 September,130.1 x 67.6 x 9.5 mm (5.12 x 2.66 x 0.37 in),131,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,4.3 inches (~59.8% screen-to-body ratio),Android 4.4.4 (KitKat),Quad-core 1.5 GHz Cortex-A7 - J111F,Spreadtrum SC9830,Mali-400MP2,microSD  up to 256 GB (dedicated slot),4 GB,512 MB RAM - J110L,5 MP| f/2.2| 31mm| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,,FM radio| RDS| recording,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1900 mAh battery,White| Black| Blue,140,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j1-ace.jpg,
Samsung,Gear S2 classic,No,No,2015 August,43.6 x 39.9 x 11.4 mm (1.72 x 1.57 x 0.45 in),42,No,Super AMOLED capacitive touchscreen  16M colors,1.2 inches (~52.6% screen-to-body ratio),Tizen-based wearable platform,Dual-core 1.0 GHz Cortex-A7,Exynos 3250 Dual,Mali-400MP2,No,4 GB,512 MB RAM,,,No,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate| barometer,Non-removable Li-Ion 250 mAh battery,Black| 18K rose gold| Platinum| ceramic bracelet,270,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s2-classic.jpg,
Samsung,Gear S2,No,No,2015 August,49.8 x 42.3 x 11.4 mm (1.96 x 1.67 x 0.45 in),47,No,Super AMOLED capacitive touchscreen  16M colors,1.2 inches (~43.5% screen-to-body ratio),Tizen-based wearable platform,Dual-core 1.0 GHz Cortex-A7,Exynos 3250 Dual,Mali-400MP2,No,4 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,No,Yes,No,No,Accelerometer| gyro| heart rate| barometer,Non-removable Li-Ion 250 mAh battery,Dark Gray| Silver,220,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s2.jpg,
Samsung,Gear S2 3G,Yes,Yes,2015 August,51.8 x 44 x 13.4 mm (2.04 x 1.73 x 0.53 in),51,Electronic SIM card (e-SIM),Super AMOLED capacitive touchscreen  16M colors,1.2 inches (~40.2% screen-to-body ratio),Tizen-based wearable platform,Dual-core 1.0 GHz,Qualcomm MSM8x26,,No,4 GB,512 MB RAM,,,Yes,No,Wi-Fi 802.11 b/g/n,Yes with A-GPS,Yes,No,No,Accelerometer| gyro| heart rate| barometer,Non-removable Li-Ion 300 mAh battery,Dark Gray| Silver,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s2.jpg,
Samsung,Galaxy Note5 (USA),Yes,Yes,2015 August,153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in),171,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~76.8% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 7.0 (Nougat),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64 GB,4 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Ion 3000 mAh battery,Black Sapphire| White Pearl,540,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,
Samsung,Galaxy Note5,Yes,Yes,2015 August,153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in),171,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~75.9% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 7.0 (Nougat),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64/128 GB,4 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash|,"5 MP| 1/4.1"" sensor size| 1.34 碌m pixel size| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Po 3000 mAh battery,Black Sapphire| Gold Platinum| Silver Titan| White Pearl,590,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,
Samsung,Galaxy Note5 Duos,Yes,Yes,2015 August,153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in),171,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~76.8% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 7.0 (Nougat),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64 GB,4 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Po 3000 mAh battery,Black Sapphire| Gold Platinum| Silver Titan| White Pearl,600,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note5.jpg,
Samsung,Galaxy S6 edge+ (USA),Yes,Yes,2015 August,154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~76.5% screen-to-body ratio),Android 5.1.1 (Lollipop),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64 GB,4 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Ion 3000 mAh battery,Black Sapphire| Gold Platinum,550,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,
Samsung,Galaxy S6 edge+,Yes,Yes,2015 August,154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~75.6% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 7.0 (Nougat),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64 GB,4 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash|,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Ion 3000 mAh battery,Black Sapphire| Gold Platinum| Silver Titan| White Pearl| Pink,530,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,
Samsung,Galaxy S6 edge+ Duos,Yes,Yes,2015 August,154.4 x 75.8 x 6.9 mm (6.08 x 2.98 x 0.27 in),153,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~76.5% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64 GB,4 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Ion 3000 mAh battery,Black Sapphire| Gold Platinum| Silver Titan| White Pearl,530,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-plus.jpg,
Samsung,Galaxy S5 Neo,Yes,Yes,2015 August,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.6% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Exynos 7580 Octa,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,16 MP| f/1.9| 31mm| autofocus| LED flash,5 MP| f/1.9| 23mm| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| gyro| proximity| compass| heart rate,Removable Li-Ion 2800 mAh battery,Black| Gray| Gold,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-neo.jpg,
Samsung,Galaxy S4 mini I9195I,Yes,Yes,2015 June,124.6 x 61.3 x 8.9 mm (4.91 x 2.41 x 0.35 in),107,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,4.3 inches (~66.7% screen-to-body ratio),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 64 GB (dedicated slot),8 GB,1.5 GB RAM,8 MP| autofocus| LED flash,1.9 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 1900 mAh battery,White Frost| Black Mist,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s4-mini-plus-gt-i9195i.jpg,
Samsung,Galaxy Folder,Yes,Yes,2015 July,122 x 60.2 x 15.3 mm (4.80 x 2.37 x 0.60 in),155,Micro-SIM,TFT capacitive touchscreen  16M colors,3.8 inches (~56.0% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.2 GHz,,,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,8 MP| autofocus,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes with A-GPS GLONASS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black| White,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-folder-SM-G150.jpg,
Samsung,Galaxy Tab S2 9.7,Yes,Yes,2015 July,237.3 x 169 x 5.6 mm (9.34 x 6.65 x 0.22 in),389,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,9.7 inches (~72.7% screen-to-body ratio),Android 5.0.2 (Lollipop)| upgradable to 6.0.1 (Marshmallow) - T810| T815,Octa-core (4x1.9 GHz & 4x1.3 GHz) - T810| T815,Exynos 5433 - T810| T815,Mali-T760 MP6 - T810| T815,microSD  up to 256 GB (dedicated slot),32/64 GB,3 GB RAM,8 MP| autofocus,2.1 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,,No,microUSB 2.0 (MHL TV-out),Fingerprint (front-mounted)| accelerometer| gyro| compass,Non-removable Li-Ion 5870 mAh battery,White| black| gold,520,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s2-97.jpg,
Samsung,Galaxy Tab S2 8.0,Yes,Yes,2015 July,198.6 x 134.8 x 5.6 mm (7.82 x 5.31 x 0.22 in),265,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,8.0 inches (~74.0% screen-to-body ratio),Android 5.0.2 (Lollipop)| upgradable to 6.0.1 (Marshmallow) - T710| T715,Octa-core (4x1.9 GHz & 4x1.3 GHz) - T710| T715,Exynos 5433 - T710| T715,Mali-T760 MP6 - T710| T715,microSD  up to 256 GB (dedicated slot),32/64 GB,3 GB RAM,8 MP| autofocus,2.1 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,,No,microUSB 2.0 (MHL TV-out),Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 4000 mAh battery,White| black gold,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s2-80r1.jpg,
Samsung,Galaxy A8 Duos,Yes,Yes,2015 August,158 x 76.8 x 5.9 mm (6.22 x 3.02 x 0.23 in),151,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~73.8% screen-to-body ratio),Android 5.1 (Lollipop)| upgradable to 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53) - A800Y,Qualcomm MSM8939 Snapdragon 615 - A800Y,Adreno 405 - A800Y,microSD  up to 256 GB (uses SIM 2 slot),32 GB,2 GB RAM,16 MP| f/1.9| 31mm| autofocus| LED flash,5 MP| f/1.9| 23mm| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS GLONASS/ BDS (market dependant),,FM radio| RDS| recording,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3050 mAh battery,Pearl White| Midnight Black| Champagne Gold,380,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-ds.jpg,
Samsung,Galaxy A8,Yes,Yes,2015 July,158 x 76.8 x 5.9 mm (6.22 x 3.02 x 0.23 in),151,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~73.8% screen-to-body ratio),Android 5.1.1 (Lollipop)| upgradable to 6.0 (Marshmallow),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.3 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),32 GB,2 GB RAM,16 MP| f/1.9| 31mm| autofocus| LED flash|,5 MP| f/1.9| 23mm| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS GLONASS/ BDS (market dependant),Yes,FM radio| RDS| recording,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3050 mAh battery,Pearl White| Midnight Black| Champagne Gold,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a8-.jpg,
Samsung,Galaxy V Plus,Yes,Yes,2015 July,121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),123,Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.0 inches (~59.6% screen-to-body ratio),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,,,microSD  up to 64 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| LED flash,0,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,White| Black,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-v-plus-sm-g318.jpg,
Samsung,Galaxy J7,Yes,Yes,2015 June,152.2 x 78.7 x 7.5 mm (5.99 x 3.10 x 0.30 in),171,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~69.6% screen-to-body ratio),Android 5.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash|,5 MP| f/2.2| 23mm| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes (Snapdragon model only),FM radio| RDS| recording,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,White| Black| Gold,250,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j7-j700f.jpg,
Samsung,Galaxy J5,Yes,Yes,2015 June,142.1 x 71.8 x 7.9 mm (5.59 x 2.83 x 0.31 in),146,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~67.5% screen-to-body ratio),Android 5.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),8/16 GB,1.5 GB RAM,13 MP| f/1.9| 28mm| autofocus| LED flash,5 MP| f/2.2| 23mm| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,Yes (market dependent),FM radio| RDS| recording,microUSB 2.0| USB On-The-Go,Accelerometer| proximity,Removable Li-Ion 2600 mAh battery,White| Black| Gold,160,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-sm-j500f.jpg,
Samsung,Galaxy Tab 4 10.1 (2015),No,No,2015  Q3,243.4 x 176.4 x 7.9 mm (9.58 x 6.94 x 0.31 in),487,No,TFT capacitive touchscreen  16M colors,10.1 inches (~68.9% screen-to-body ratio),Android 4.4.4 (KitKat)| upgradable to 5.1.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,3.15 MP,1.3 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,Yes with GLONASS,,No,microUSB 2.0,Accelerometer,Non-removable Li-Po 6800 mAh battery,White| Black,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-101-2015.jpg,
Samsung,Galaxy Tab E 9.6,Yes,Yes,2015 June,241.9 x 149.5 x 8.5 mm (9.52 x 5.89 x 0.33 in),490,Micro-SIM,TFT capacitive touchscreen  16M colors,9.6 inches (~73.9% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz,,,microSD  up to 256 GB (dedicated slot),8/16 GB,1.5 GB RAM,5 MP| f/2.2| autofocus,2 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 5000 mAh battery,Pearl White| Metallic Black,200,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-e-sm-t561.jpg,
Samsung,Guru Plus,No,No,2015  Q2,108 x 45 x 13.2 mm (4.25 x 1.77 x 0.52 in),66,Dual SIM| (Mini-SIM),TFT  65K colors,1.5 inches (~14.9% screen-to-body ratio),,208 MHz,,,No,,4 MB RAM,,,Yes,Yes,No,No,,FM radio,microUSB (charging only),,Removable Li-Ion 800 mAh battery,Black| White| Dark Blue,20,http://cdn2.gsmarena.com/vv/bigpic/samsung-guru-plus.jpg,
Samsung,Metro 360,Yes,No,2015,117.3 x 49.5 x 11.4 mm (4.62 x 1.95 x 0.45 in),83,Dual SIM (Mini-SIM| dual stand-by),TFT  256K colors,2.4 inches (~30.7% screen-to-body ratio),,312 MHz,,,microSD  up to 16 GB (dedicated slot),,64 MB RAM,3.15 MP,No,Yes,Yes,No,No,,FM radio,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,Black| White| Brown,50,http://cdn2.gsmarena.com/vv/bigpic/samsung-metro-360.jpg,
Samsung,Xcover 550,Yes,Yes,2015 July,129 x 56.2 x 14 mm (5.08 x 2.21 x 0.55 in),124,Mini-SIM,TFT,2.4 inches (~24.6% screen-to-body ratio),,Dual-core 460 MHz,Spreadtrum SC7703,,microSD  up to 16 GB (dedicated slot),256 MB,128 MB RAM,3.15 MP| LED flash,No,Yes,Yes,No,To be confirmed,,FM radio| RDS,microUSB 2.0,,Removable Li-Ion 1300 mAh or 1500 mAh battery,Steel Grey| Dark Silver,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-xcover-3.jpg,
Samsung,Galaxy S6 active,Yes,Yes,2015 June,146.8 x 73.4 x 8.6 mm (5.78 x 2.89 x 0.34 in),170,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~66.5% screen-to-body ratio),Android 5.0.2 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64 GB,3 GB RAM,16 MP| f/1.9| 28mm| autofocus| LED flash,5 MP| f/1.9| 22mm| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer| heart rate,Non-removable Li-Ion 3500 mAh battery,White| Gray,380,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-active.jpg,
Samsung,Galaxy Tab 3 V,Yes,Yes,2015 March,193.4 x 116.4 x 9.7 mm (7.61 x 4.58 x 0.38 in),322,Micro-SIM,TFT capacitive touchscreen  16M colors,7.0 inches (~61.3% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with GLONASS,,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 3600 mAh battery,White| Black,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-v.jpg,
Samsung,Galaxy Tab A & S Pen,Yes,Yes,2015 July,242.5 x 166.8 x 7.5 mm (9.55 x 6.57 x 0.30 in),490,Micro-SIM,TFT capacitive touchscreen  16M colors,9.7 inches (~72.0% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.2 GHz,,,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,5 MP| autofocus,2 MP,Yes dual speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,Yes with A-GPS GLONASS BDS,,No,microUSB 2.0,Accelerometer| compass,Non-removable Li-Ion 6000 mAh battery,Black| White| Gray,340,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-and-s-pen.jpg,
Samsung,Galaxy Tab A 9.7,Yes,Yes,2015 March,242.5 x 166.8 x 7.5 mm (9.55 x 6.57 x 0.30 in),450,,Micro-SIM,TFT capacitive touchscreen  16M colors,768 x 1024 pixels (~132 ppi pixel density),Android 5.0 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Quad-core 1.2 GHz,,,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM (Wi-Fi),5 MP| autofocus,2 MP,Yes dual speakers,Yes,4.1| A2DP,Yes with A-GPS GLONASS,,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 6000 mAh battery,Smoky Titanium| Smoky Blue| White,250,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a-80.jpg
Samsung,Galaxy Tab A 8.0,Yes,Yes,2015 March,208.3 x 137.9 x 7.4 mm (8.20 x 5.43 x 0.29 in),313,Micro-SIM,TFT capacitive touchscreen  16M colors,8.0 inches (~69.0% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.2 GHz,,,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM (Wi-Fi),5 MP| autofocus,2 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,Yes with A-GPS GLONASS,,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 4200 mAh battery,Smoky Titanium| Smoky Blue| White,210,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-a8.jpg,
Samsung,Galaxy Xcover 3,Yes,Yes,2015 March,132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in),154,Micro-SIM,PLS TFT capacitive touchscreen  16M colors,4.5 inches (~61.9% screen-to-body ratio),Android 4.4.4 (KitKat)| planned upgrade to 5.0 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Marvell Armada PXA1908,Vivante GC7000,microSD  up to 256 GB (dedicated slot),8 GB,1.5 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2200 mAh battery,Gray,220,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover-3-new.jpg,
Samsung,Galaxy S6 edge (USA),Yes,Yes,2015 March,142 x 70.1 x 7.1 mm (5.59 x 2.76 x 0.28 in),132,Nano-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~72.0% screen-to-body ratio),Android 5.0.2 (Lollipop)| upgradable to 5.1 (Lollipop),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Exynos 7420 Octa,Mali-T760MP8,No,32/64/128 GB,3 GB RAM,16 MP| f/1.9| 28mm| OIS| autofocus| LED flash,5 MP| f/1.9| 22mm| 1440p@30fps| dual video call| Auto HDR,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| heart rate| SpO2,Non-removable Li-Ion 2600 mAh battery,White Pearl| Black Sapphire| Gold Platinum,600,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s6-edge-cdma.jpg,
